accuracy,avg_reaction_time,mistakes,current_level,streak,game_type,next_level
100.0,0.78,0,1,1,routine,2
54.3,4.15,3,4,0,pattern,3
66.4,2.14,3,4,0,pattern,4
100.0,1.41,0,1,3,pattern,2
61.5,4.01,3,4,3,pattern,3
53.7,3.88,4,5,1,memory,4
69.0,2.72,0,4,-2,pattern,4
99.3,2.07,0,2,-1,pattern,3
86.3,2.72,3,2,3,pattern,2
90.0,2.88,2,3,0,pattern,3
71.1,2.32,1,1,-1,routine,1
61.6,2.32,5,4,0,memory,3
77.5,3.88,4,4,1,routine,3
69.9,2.65,3,3,-3,attention,2
74.9,2.82,3,4,-2,pattern,3
62.1,2.47,3,3,1,routine,2
66.0,4.51,4,5,2,pattern,4
79.5,2.86,1,2,-3,memory,2
54.8,3.4,5,5,-3,pattern,4
95.9,1.73,1,1,-1,memory,2
100.0,1.4,1,1,0,routine,2
64.6,2.79,4,4,1,routine,3
87.3,3.13,2,3,2,routine,3
61.9,2.95,4,5,-1,memory,4
93.4,0.99,3,1,3,pattern,2
99.2,2.88,0,2,-1,routine,2
92.8,2.23,1,2,3,memory,3
75.7,1.22,5,2,-3,attention,2
100.0,0.6,1,1,1,memory,2
100.0,1.67,0,1,1,routine,2
55.5,2.38,1,4,2,attention,4
68.5,1.86,2,3,2,memory,3
57.7,3.26,5,5,-2,routine,4
59.1,3.08,5,5,-2,attention,4
65.1,1.79,0,3,3,memory,3
85.4,1.8,2,2,-3,routine,2
70.7,2.17,4,3,-1,pattern,2
96.4,2.59,0,4,1,routine,5
86.7,2.3,2,1,-1,attention,1
97.9,1.64,0,1,-2,routine,2
88.6,2.29,5,4,-2,routine,4
88.9,1.09,0,1,0,routine,2
100.0,2.38,0,2,2,pattern,3
78.6,2.05,2,1,3,routine,1
82.6,2.37,3,3,1,attention,3
100.0,2.22,0,2,3,pattern,3
64.5,3.26,3,3,-1,attention,2
75.5,1.76,2,3,-3,memory,3
69.0,2.2,4,1,3,pattern,1
73.1,3.26,2,4,-3,routine,3
100.0,1.52,0,1,-1,routine,2
93.8,3.6,1,3,0,pattern,3
100.0,1.69,1,1,3,routine,2
80.7,1.29,5,2,-3,routine,2
100.0,1.44,0,1,2,attention,2
72.3,2.33,1,3,-3,routine,3
94.5,3.34,1,4,-1,attention,4
89.3,2.25,0,4,3,memory,5
100.0,1.82,0,1,3,attention,2
68.2,2.54,4,3,0,attention,2
61.9,2.48,5,4,1,attention,3
74.8,2.26,5,2,3,routine,2
97.6,2.12,0,1,2,routine,2
87.8,0.6,2,1,-2,attention,2
57.8,1.96,4,3,-1,pattern,2
88.1,2.0,1,2,-1,pattern,2
100.0,2.28,0,2,2,attention,3
84.6,2.44,2,3,0,routine,3
80.1,3.39,1,3,3,routine,3
100.0,3.8,1,3,-1,memory,3
100.0,1.56,1,1,0,attention,2
87.0,2.43,1,3,0,routine,3
85.7,3.28,0,4,1,pattern,4
73.3,3.16,2,3,2,pattern,3
55.5,3.12,6,5,-1,memory,4
53.3,4.21,7,5,3,attention,4
96.9,1.64,0,1,0,attention,2
57.1,4.39,3,5,-2,memory,4
78.2,2.35,7,3,0,routine,2
84.2,1.7,1,1,-1,routine,1
58.0,2.6,2,4,-3,attention,3
92.1,2.61,0,2,3,routine,3
94.9,0.6,0,1,1,pattern,2
100.0,1.27,0,1,-3,attention,2
70.5,3.67,4,5,-1,routine,4
83.9,3.06,2,2,0,routine,2
84.5,2.0,1,2,-1,attention,2
67.3,3.64,2,5,3,attention,4
77.9,0.6,1,1,-3,attention,1
68.6,1.36,5,1,-2,memory,1
90.4,1.22,1,2,3,routine,3
89.9,1.88,0,1,0,pattern,2
68.6,3.03,5,4,1,attention,3
88.6,3.47,1,3,3,pattern,3
100.0,1.33,0,1,3,memory,2
83.3,2.01,2,4,3,pattern,4
82.4,1.49,1,2,-1,pattern,2
94.9,1.35,1,1,-3,pattern,2
78.4,1.04,4,2,0,routine,2
85.4,1.56,2,1,-3,routine,1
81.6,0.92,4,2,-3,pattern,2
79.2,3.48,3,4,2,pattern,4
63.0,2.28,1,5,2,pattern,5
99.8,2.11,1,2,-2,attention,3
61.6,4.85,3,5,2,pattern,4
61.1,3.2,3,5,-2,memory,4
72.1,3.03,2,3,1,attention,3
46.3,2.63,2,5,-2,routine,4
72.0,3.34,3,5,2,routine,4
75.8,1.64,2,3,3,attention,4
59.9,1.68,1,3,-3,pattern,3
70.3,2.33,0,4,-3,routine,4
85.9,2.24,2,3,1,pattern,3
83.3,2.81,1,3,1,routine,3
93.6,1.34,1,1,-3,routine,1
60.8,4.49,5,4,-3,attention,3
72.2,3.11,3,3,2,memory,3
38.4,4.01,3,5,1,memory,4
81.8,1.44,5,2,-2,attention,2
79.8,3.39,1,3,1,memory,3
92.7,1.29,0,1,1,memory,2
100.0,2.13,0,1,-1,memory,2
65.7,4.0,4,3,2,routine,2
73.6,3.6,1,4,-1,pattern,4
78.5,2.99,1,4,2,routine,4
74.1,3.72,5,4,0,pattern,3
97.1,1.28,1,1,-3,routine,2
82.7,0.63,2,1,-2,routine,1
62.2,2.88,3,5,2,routine,4
68.1,2.25,2,3,-2,routine,3
71.7,1.24,3,1,-1,memory,1
66.2,4.59,2,5,0,memory,4
85.8,3.16,1,4,1,routine,4
83.4,3.01,1,4,3,pattern,4
100.0,2.62,1,3,-1,routine,3
76.3,3.34,2,5,2,routine,5
86.0,2.66,1,3,0,pattern,3
63.0,2.29,5,4,1,pattern,3
100.0,1.49,0,1,3,attention,2
63.9,3.47,3,4,3,routine,3
69.2,3.31,1,3,-3,memory,2
59.9,2.73,4,3,0,routine,2
66.5,1.42,3,3,2,attention,3
64.5,3.9,1,5,2,pattern,4
60.0,2.59,7,4,1,attention,3
53.1,3.67,0,5,-3,memory,4
72.3,2.7,2,4,0,attention,4
86.0,2.19,0,1,-1,memory,1
75.8,2.75,1,3,-1,memory,3
92.5,2.4,0,2,-1,memory,2
69.0,1.95,1,4,2,routine,4
57.4,2.57,4,4,3,pattern,3
77.9,3.81,2,4,3,pattern,4
84.0,4.14,0,5,-1,routine,5
67.5,3.11,2,4,-2,routine,3
76.3,2.92,0,5,-1,memory,5
51.6,2.63,2,4,-3,pattern,3
79.9,4.15,3,5,-2,pattern,4
83.5,1.97,1,2,2,memory,3
90.2,1.68,2,2,-3,routine,2
59.8,3.46,2,5,-2,attention,4
84.9,1.36,2,1,1,attention,1
44.5,2.62,7,5,2,routine,4
83.8,2.73,2,3,1,attention,3
51.5,3.57,4,5,-2,pattern,4
81.7,2.21,1,3,3,routine,3
100.0,1.94,0,1,1,memory,2
69.8,2.88,3,3,0,pattern,2
75.9,3.04,3,4,-3,pattern,3
100.0,1.41,0,1,-2,routine,2
68.5,2.64,0,4,3,memory,4
100.0,1.7,0,1,1,routine,2
51.6,1.35,1,3,-1,routine,3
92.0,2.33,2,1,3,routine,1
61.6,2.47,2,3,2,pattern,3
62.4,3.2,4,5,2,routine,4
100.0,1.91,0,1,1,attention,2
67.5,2.67,2,3,2,memory,3
62.6,3.3,2,5,-1,memory,4
77.2,3.27,2,4,-2,routine,3
66.7,2.61,4,4,3,attention,4
68.9,4.02,2,5,0,memory,4
82.1,3.63,3,5,-3,routine,4
63.8,2.23,0,5,-3,routine,5
73.9,3.18,0,3,0,routine,3
83.4,2.93,3,3,2,memory,3
84.9,2.91,1,3,0,attention,3
90.3,0.7,0,1,3,routine,2
90.3,2.7,1,2,3,routine,3
84.4,1.87,3,1,0,pattern,1
100.0,1.48,0,1,0,routine,2
80.4,2.58,3,2,0,memory,2
100.0,2.24,0,1,-3,pattern,1
100.0,2.94,0,3,1,routine,4
94.6,2.21,1,2,-3,routine,2
73.4,3.09,1,3,0,attention,3
91.6,1.66,0,1,1,memory,2
54.2,2.62,4,3,0,attention,2
84.0,2.39,4,2,3,routine,2
95.1,1.74,0,3,0,attention,4
74.9,3.12,2,3,-1,attention,3
75.8,3.09,4,3,3,pattern,3
77.1,2.95,1,4,-1,memory,4
74.1,3.86,1,5,2,memory,5
85.8,2.6,0,5,-2,pattern,5
100.0,2.45,0,1,0,pattern,2
88.9,2.1,2,4,-2,attention,4
85.4,2.86,1,2,2,pattern,2
87.8,2.28,0,1,0,memory,2
90.7,2.48,1,3,3,routine,4
55.2,2.67,4,3,-2,routine,2
90.5,1.72,0,2,-1,routine,3
100.0,2.06,1,2,-1,routine,3
90.8,3.42,0,4,3,routine,4
59.6,3.97,3,5,-2,pattern,4
66.0,2.86,2,4,-3,attention,3
88.1,2.35,1,1,-1,routine,1
87.1,1.84,1,2,1,routine,3
87.3,1.91,1,2,0,memory,2
83.2,2.74,0,3,-2,routine,3
89.8,3.25,3,4,-1,memory,4
75.8,2.77,0,3,2,routine,3
89.5,3.28,1,4,2,attention,4
70.4,4.61,5,5,3,memory,4
100.0,0.65,1,1,0,attention,2
53.4,3.64,0,5,-3,attention,4
87.3,4.26,2,5,-3,attention,4
75.2,0.64,3,1,-2,pattern,1
92.1,2.99,1,2,2,pattern,2
99.0,1.88,2,2,1,memory,3
99.4,1.32,0,1,3,memory,2
45.0,2.0,3,5,-2,pattern,4
98.5,1.47,0,2,-1,attention,3
100.0,2.41,0,2,0,routine,3
61.0,2.91,3,5,3,routine,5
51.8,3.5,4,5,3,routine,4
62.7,5.0,6,5,3,memory,4
73.7,2.24,2,2,1,pattern,2
82.3,2.7,0,4,0,pattern,4
81.9,3.12,1,2,3,pattern,2
76.2,4.04,2,5,-2,routine,4
53.8,4.24,4,5,2,attention,4
82.4,2.68,2,2,2,routine,2
100.0,2.6,0,2,-1,memory,3
96.6,1.42,0,1,1,memory,2
79.2,1.69,1,1,2,memory,2
62.5,2.65,2,4,0,memory,4
70.3,3.93,2,5,-1,memory,4
65.1,3.01,3,4,-3,attention,3
76.0,2.71,4,5,1,routine,5
88.9,2.2,2,1,0,memory,1
57.1,4.2,3,5,2,pattern,4
93.0,2.85,1,3,1,attention,3
63.9,2.12,1,4,-2,memory,4
57.0,2.93,1,5,-1,attention,4
80.2,2.23,2,2,-1,memory,2
100.0,1.81,1,1,1,attention,2
89.3,1.26,1,1,3,attention,2
74.2,3.31,6,5,1,memory,4
53.7,3.68,2,5,-1,attention,4
39.2,4.3,2,5,2,attention,4
62.5,1.28,2,3,-3,attention,3
72.0,3.14,2,3,0,attention,3
93.1,1.59,1,1,1,routine,2
66.0,2.88,2,3,2,attention,3
100.0,2.61,0,2,-3,pattern,3
67.5,4.31,4,5,-3,routine,4
99.7,2.96,0,3,0,memory,3
56.3,3.4,4,5,3,attention,4
99.6,1.74,0,1,-3,pattern,1
60.9,4.09,2,4,-3,routine,3
56.7,3.89,4,2,3,pattern,1
61.6,3.74,4,5,0,routine,4
74.2,3.27,2,3,-1,attention,2
77.7,3.28,0,4,0,attention,4
67.6,3.41,3,4,1,routine,3
70.2,3.09,0,5,0,attention,5
85.4,1.49,1,2,3,attention,3
78.9,2.75,1,2,0,attention,2
59.5,3.03,1,5,1,memory,5
74.4,3.33,3,4,3,routine,4
54.3,3.01,5,4,2,routine,3
84.2,3.46,2,3,-1,routine,2
94.9,1.28,1,1,0,attention,2
79.7,2.94,0,3,1,attention,3
92.4,2.29,1,3,2,routine,4
78.2,3.66,0,4,3,pattern,4
100.0,0.65,0,1,1,memory,2
90.9,0.86,3,2,-3,pattern,2
70.1,4.23,6,5,1,pattern,4
92.3,1.23,0,1,1,attention,2
63.5,3.44,5,5,0,attention,4
68.0,1.57,4,3,2,attention,3
70.2,3.04,5,4,2,memory,3
67.7,3.52,3,5,-3,routine,4
58.4,3.41,5,4,0,memory,3
100.0,0.88,0,1,-1,pattern,2
77.0,2.97,0,4,2,pattern,4
100.0,2.87,0,2,-3,memory,2
79.2,1.86,2,3,3,attention,3
75.2,4.05,4,4,3,routine,3
91.2,2.33,2,2,0,attention,2
65.9,4.04,4,5,3,routine,4
64.4,2.82,3,4,1,routine,3
93.9,2.06,0,2,-2,pattern,3
98.4,2.07,0,2,3,pattern,3
38.1,3.61,3,5,-2,routine,4
90.8,1.17,2,1,0,attention,2
68.7,2.21,4,4,-3,memory,3
97.8,2.16,0,1,1,routine,2
62.9,3.8,3,5,1,routine,4
84.7,2.54,0,2,-2,routine,2
81.4,1.51,0,3,0,memory,4
98.3,2.29,1,2,-3,routine,2
90.7,2.47,1,1,3,pattern,2
92.3,2.75,0,3,-2,memory,3
96.7,1.58,0,2,3,memory,3
97.3,3.38,0,4,3,memory,5
78.2,3.67,1,5,3,routine,5
76.3,2.76,0,3,-1,pattern,3
81.4,2.12,2,2,-1,attention,2
80.1,4.18,5,5,1,memory,4
94.9,2.05,0,2,3,pattern,3
64.7,4.86,3,5,-1,routine,4
52.9,3.44,3,5,-1,attention,4
63.4,2.93,2,4,0,pattern,3
63.5,2.39,4,4,1,attention,4
64.1,3.97,6,4,-1,routine,3
81.9,1.02,5,1,0,memory,1
83.9,2.5,1,4,0,routine,4
80.7,2.33,2,3,-2,routine,3
49.9,3.57,2,5,-3,attention,4
80.5,2.09,1,1,3,memory,1
49.9,3.89,1,5,-1,memory,4
91.1,0.6,3,1,0,attention,2
55.1,3.58,3,5,1,routine,4
77.3,1.73,3,2,1,pattern,2
57.8,3.21,1,4,1,memory,3
71.0,2.41,4,3,1,memory,3
64.7,2.65,4,4,-2,pattern,3
58.3,2.42,3,4,-2,pattern,3
90.9,2.12,0,2,3,attention,3
100.0,2.59,0,2,3,memory,3
87.4,1.69,1,2,3,attention,3
69.3,1.95,5,5,0,attention,5
100.0,1.48,0,1,-2,pattern,2
74.2,1.41,1,3,2,memory,4
100.0,0.7,0,1,-1,attention,2
58.9,2.36,0,4,-3,routine,3
82.2,0.86,2,2,2,pattern,3
73.6,1.75,2,2,1,attention,2
100.0,0.88,0,1,1,memory,2
75.7,2.7,2,4,1,memory,4
87.6,1.91,1,1,-1,attention,1
73.6,0.6,1,1,-1,pattern,2
76.1,2.47,2,3,1,attention,3
99.8,2.54,0,2,2,memory,3
69.3,1.95,2,3,1,memory,3
73.9,1.86,4,2,-1,memory,2
97.4,2.37,0,2,3,routine,3
68.8,1.48,1,3,3,memory,4
100.0,3.64,0,3,2,pattern,4
66.5,3.5,3,5,-2,routine,4
85.3,1.78,0,2,1,pattern,3
65.5,3.45,6,5,2,routine,4
61.7,2.13,3,4,-2,memory,3
86.8,1.79,0,3,0,routine,4
72.6,3.38,3,4,2,memory,4
94.3,1.32,1,2,2,attention,3
75.6,1.74,4,3,2,pattern,3
71.6,1.77,3,5,3,routine,5
82.0,1.96,0,1,3,routine,2
85.3,1.82,1,2,-3,memory,2
72.7,3.38,2,3,3,routine,3
70.6,3.31,5,4,1,attention,3
66.4,1.84,2,2,1,memory,2
71.1,3.38,1,5,-3,pattern,4
100.0,2.24,1,1,3,routine,2
100.0,1.87,0,1,3,pattern,2
77.8,3.36,1,4,2,routine,4
71.6,3.88,1,5,2,pattern,5
70.7,3.9,3,4,2,routine,3
100.0,2.99,0,2,3,attention,3
72.3,4.29,3,4,0,attention,3
77.6,3.43,2,4,3,routine,4
69.9,2.73,1,3,-1,attention,3
83.4,0.62,0,2,-2,memory,3
100.0,0.97,1,1,-1,memory,2
100.0,1.04,0,1,0,pattern,2
63.8,3.46,4,4,3,attention,3
81.8,2.98,1,3,2,pattern,3
91.2,0.68,0,1,-1,pattern,2
71.1,2.63,0,5,-3,routine,5
59.7,3.5,2,4,2,routine,3
39.5,3.15,4,4,1,routine,3
94.6,0.6,1,1,-2,memory,2
79.9,3.2,2,2,-3,pattern,1
74.9,3.66,3,5,3,attention,5
63.1,3.23,4,5,-3,pattern,4
59.9,2.18,1,4,-2,routine,3
82.2,1.33,2,2,-2,pattern,2
53.9,3.65,3,5,-1,memory,4
81.0,2.35,2,3,2,pattern,3
79.3,2.91,1,3,3,memory,3
69.7,3.06,1,5,1,pattern,5
73.0,2.44,1,3,0,routine,3
62.6,4.34,2,5,1,routine,4
61.5,2.69,3,4,0,attention,3
100.0,1.63,0,2,3,memory,3
90.0,1.94,0,2,0,memory,3
67.1,2.89,2,3,-3,routine,2
81.9,1.96,1,1,3,pattern,2
77.4,2.29,0,3,1,attention,3
79.0,3.33,1,4,3,attention,4
58.9,3.52,6,4,2,attention,3
77.3,3.0,0,5,-1,routine,5
90.6,2.23,0,2,2,routine,3
77.5,2.76,0,3,2,pattern,3
52.8,2.04,6,3,1,pattern,2
50.1,3.23,6,5,-1,memory,4
76.3,2.86,2,3,-3,attention,3
83.2,3.22,0,3,3,memory,3
83.9,2.61,2,2,3,routine,2
100.0,2.35,1,3,2,attention,4
68.1,3.32,1,4,2,attention,4
81.8,2.23,1,4,2,memory,4
100.0,1.45,0,1,2,attention,2
85.2,1.95,1,3,1,pattern,4
39.9,3.23,9,4,-1,routine,3
61.0,3.37,1,5,-2,pattern,4
65.9,3.35,2,5,3,attention,5
74.6,3.54,1,4,-3,pattern,3
62.8,2.93,6,5,-1,routine,4
80.9,2.86,1,3,3,memory,3
72.9,2.55,5,2,2,pattern,1
97.1,0.96,0,1,-1,pattern,2
97.6,1.04,0,1,-3,routine,2
64.8,4.04,2,5,0,memory,4
82.1,1.38,1,1,-2,pattern,1
71.9,2.5,2,3,1,routine,3
89.2,1.69,1,2,2,routine,3
88.6,2.24,2,4,3,pattern,5
60.5,3.18,3,5,2,pattern,4
100.0,1.37,0,1,1,routine,2
86.9,2.08,0,3,-2,routine,3
85.4,1.36,1,2,1,routine,3
100.0,1.74,0,1,3,pattern,2
97.9,1.52,0,1,3,attention,2
72.0,2.2,2,3,-2,routine,3
81.8,0.89,1,1,-2,routine,1
71.0,3.09,2,4,3,attention,4
100.0,2.2,0,1,2,pattern,2
72.8,3.12,5,4,-1,memory,3
94.9,3.35,0,3,2,attention,4
100.0,2.93,0,2,-1,pattern,2
100.0,2.86,0,2,-1,routine,2
100.0,1.02,0,1,-3,attention,2
68.5,2.44,2,4,-2,pattern,3
100.0,0.72,0,1,0,memory,2
61.5,1.07,2,1,1,attention,1
57.1,3.49,1,4,2,memory,3
89.8,1.87,1,2,-3,pattern,2
60.5,4.51,3,5,2,pattern,4
80.7,2.15,4,3,3,memory,3
100.0,1.45,0,1,3,routine,2
66.4,1.88,3,4,1,routine,4
100.0,1.73,0,1,-2,routine,2
92.7,2.05,0,2,2,routine,3
79.6,3.61,1,5,1,pattern,5
67.7,1.52,7,1,-2,memory,1
75.9,3.54,3,5,-2,pattern,4
84.5,1.63,0,2,1,attention,3
86.8,3.56,0,5,-3,routine,5
98.3,1.75,1,1,3,pattern,2
100.0,1.27,0,2,0,pattern,3
66.1,2.14,5,3,-1,pattern,2
75.5,4.05,5,4,1,memory,3
47.0,3.16,3,5,2,routine,4
92.8,1.92,0,1,0,pattern,2
68.7,4.24,4,5,1,attention,4
100.0,1.13,0,1,1,memory,2
81.3,2.79,2,4,-1,memory,4
100.0,1.67,0,2,2,attention,3
100.0,0.68,0,2,-3,pattern,3
96.8,1.34,0,1,-1,routine,2
87.6,2.17,1,3,3,memory,4
87.4,2.68,0,2,1,routine,2
85.9,3.0,1,3,1,pattern,3
59.7,2.2,3,4,-3,routine,3
100.0,2.82,0,2,-2,memory,2
62.7,3.06,8,4,-2,attention,3
100.0,2.09,0,1,-3,pattern,2
100.0,0.6,0,1,-1,memory,2
78.3,3.59,2,4,2,memory,4
100.0,1.63,1,1,-1,pattern,2
70.4,2.15,5,3,2,routine,3
47.6,3.44,5,5,0,memory,4
100.0,0.91,0,1,0,memory,2
100.0,1.69,1,1,2,pattern,2
67.7,2.49,3,2,2,memory,2
79.7,2.76,1,3,2,attention,3
96.9,2.24,1,2,3,attention,3
95.8,1.45,1,1,-3,routine,2
91.0,2.15,1,2,-3,memory,2
84.1,1.87,1,2,0,memory,2
62.6,4.06,2,5,-2,pattern,4
63.9,2.94,4,4,2,routine,3
100.0,0.72,0,2,-3,attention,3
82.0,3.39,2,5,1,memory,5
70.9,4.87,2,4,1,pattern,3
51.8,4.33,6,5,2,attention,4
67.5,2.4,3,4,0,pattern,4
63.8,2.71,4,3,3,attention,3
71.0,2.01,0,2,2,pattern,2
100.0,0.98,1,1,0,attention,2
79.1,0.99,2,2,2,attention,3
81.3,4.03,2,5,-3,memory,4
76.1,4.21,1,5,-3,routine,4
59.4,2.74,2,5,-2,pattern,4
81.6,1.41,2,1,-2,attention,1
93.8,0.61,0,1,-1,pattern,2
100.0,2.2,1,3,3,routine,4
71.3,3.52,0,5,2,attention,5
95.5,1.79,0,2,-1,attention,3
65.7,3.05,1,3,0,routine,3
86.0,1.43,1,3,-1,routine,3
75.9,1.74,2,3,1,pattern,3
100.0,2.66,0,3,3,attention,4
70.3,4.37,3,5,3,pattern,4
80.7,2.14,0,4,2,memory,4
99.5,2.79,0,1,3,pattern,2
87.3,1.64,3,1,0,routine,1
58.8,0.78,4,4,-3,attention,3
71.7,2.48,2,4,1,attention,4
96.1,2.7,0,1,0,memory,2
74.2,1.8,0,3,3,memory,3
98.1,1.12,0,1,1,memory,2
90.4,2.66,0,3,1,routine,3
52.1,3.14,2,5,2,memory,4
80.6,2.84,2,2,1,attention,2
83.7,3.88,0,4,2,pattern,4
83.3,2.91,2,3,-3,attention,2
100.0,2.43,0,1,1,routine,2
100.0,2.21,0,1,3,attention,2
63.9,3.36,2,2,-1,pattern,1
99.2,1.77,0,1,-2,memory,2
67.6,2.99,3,3,1,memory,2
91.9,2.16,0,1,1,routine,2
76.8,4.26,3,4,-2,attention,3
90.6,2.39,2,2,0,attention,2
74.7,3.81,0,5,-1,memory,5
78.6,2.47,0,3,0,routine,3
78.3,1.59,3,2,-1,memory,2
67.7,4.1,1,5,-1,attention,4
66.9,2.05,2,4,-1,pattern,4
61.9,2.61,2,2,0,pattern,2
100.0,2.1,0,1,1,routine,2
59.8,2.0,5,4,-3,pattern,3
90.3,0.92,1,1,-2,attention,2
88.6,3.05,0,4,1,attention,4
72.3,4.33,2,5,2,routine,4
79.8,2.71,4,1,0,memory,1
92.4,3.97,0,5,1,pattern,5
69.6,2.41,6,4,3,memory,4
61.7,2.62,2,5,-2,pattern,4
85.9,1.85,0,2,1,pattern,3
100.0,2.57,0,2,3,attention,3
73.2,3.34,6,4,-1,pattern,3
100.0,1.44,1,1,2,pattern,2
91.6,3.6,0,3,1,memory,3
62.9,1.26,2,1,-1,routine,1
44.5,2.69,4,5,3,attention,4
86.3,1.07,1,3,-3,memory,4
51.5,3.99,4,5,3,pattern,4
95.5,1.5,0,2,-3,attention,3
73.3,3.26,3,5,2,attention,5
96.7,1.53,0,2,-3,routine,3
66.8,3.23,0,5,-2,routine,4
61.8,2.14,3,4,-2,pattern,3
74.1,3.02,4,5,1,attention,4
58.1,3.23,1,4,3,pattern,4
73.8,2.33,2,3,3,routine,3
50.0,4.22,4,4,0,attention,3
70.2,2.93,2,4,-1,attention,4
70.1,4.16,1,4,-2,routine,3
81.9,1.54,1,2,-1,routine,2
79.7,1.11,2,3,3,memory,4
79.1,1.02,0,1,3,routine,2
68.3,2.18,2,2,3,pattern,2
87.4,3.53,5,4,-3,pattern,3
100.0,1.89,0,1,1,attention,2
59.9,3.22,3,4,-2,pattern,3
96.0,1.28,0,1,-3,routine,2
74.2,3.33,3,4,3,memory,4
100.0,0.89,0,1,3,memory,2
97.9,2.49,1,2,-3,memory,2
71.1,2.38,0,3,3,routine,3
81.8,3.04,1,3,-1,attention,3
100.0,2.27,0,1,0,routine,2
83.0,4.27,1,5,2,pattern,5
97.7,2.31,0,1,2,pattern,2
75.0,2.69,2,2,-3,routine,1
70.7,3.57,2,3,3,routine,2
100.0,3.22,0,2,-1,memory,2
61.5,4.05,2,5,-3,attention,4
81.8,2.69,0,3,0,pattern,3
68.9,2.22,5,3,-2,attention,2
84.6,2.42,1,2,-3,routine,2
99.4,1.7,0,3,1,pattern,4
55.9,2.32,3,3,0,memory,2
100.0,0.8,0,1,-2,routine,2
68.4,3.52,1,4,-2,pattern,3
71.6,2.91,3,5,0,routine,4
94.0,1.29,2,1,3,memory,2
87.5,2.29,1,3,3,pattern,4
99.1,2.26,0,2,3,pattern,3
94.2,2.32,0,1,-3,memory,1
54.6,3.9,3,5,-3,attention,4
100.0,2.67,1,1,-2,memory,1
92.3,3.32,0,2,2,attention,2
85.2,3.0,1,4,-2,memory,4
84.1,1.21,0,1,-3,memory,1
57.2,2.96,2,5,2,routine,5
71.9,3.78,2,5,2,pattern,5
100.0,2.05,1,1,-1,routine,2
94.2,2.2,0,4,0,memory,5
83.1,0.71,0,2,2,attention,3
66.1,2.89,3,3,-1,routine,2
84.5,2.45,2,2,0,pattern,2
83.7,0.99,1,2,2,attention,3
94.5,1.75,0,1,2,memory,2
60.3,4.66,5,5,2,attention,4
42.0,4.38,1,5,3,memory,4
83.7,1.61,2,1,-2,attention,1
76.9,1.74,3,2,-2,memory,2
76.0,2.93,3,4,1,pattern,4
65.8,4.69,2,4,3,attention,3
84.1,2.69,3,3,0,memory,3
51.4,3.39,6,5,3,memory,4
74.5,3.46,5,4,0,attention,3
63.4,3.19,3,4,2,attention,3
96.4,1.48,1,1,3,memory,2
86.1,1.78,1,2,2,memory,3
70.4,2.31,3,5,-2,pattern,5
91.4,2.2,3,2,0,pattern,2
84.2,3.69,1,3,-1,routine,3
93.1,2.71,0,5,0,routine,5
72.2,3.85,3,5,2,pattern,4
100.0,1.06,1,1,1,pattern,2
93.1,1.51,1,3,-2,memory,4
75.4,3.94,2,5,-2,memory,4
100.0,2.78,0,3,2,attention,4
72.5,3.33,3,5,-2,memory,4
85.5,1.98,0,3,3,pattern,4
63.2,2.28,1,3,0,attention,3
84.9,1.37,1,1,1,routine,2
93.8,2.47,0,3,-1,memory,4
83.8,2.84,2,2,3,pattern,2
51.9,2.9,4,4,1,pattern,3
53.5,2.12,6,4,-1,attention,3
47.1,2.37,2,5,2,attention,5
71.1,2.91,1,4,-3,pattern,4
91.9,1.82,1,1,1,memory,2
80.2,3.75,3,2,-1,pattern,1
68.6,3.26,0,4,3,routine,4
94.7,1.96,0,2,1,routine,3
34.6,3.63,7,5,-2,pattern,4
86.4,2.75,0,3,1,routine,3
74.9,4.06,3,5,2,pattern,4
79.6,1.71,5,2,-3,attention,2
57.7,3.24,4,5,-2,attention,4
100.0,2.4,0,2,-1,pattern,3
100.0,2.33,2,2,2,attention,3
76.0,3.4,0,3,1,pattern,3
80.9,2.63,1,3,3,pattern,3
83.1,3.61,1,4,-3,routine,3
77.2,2.89,3,3,-2,attention,3
64.7,3.23,5,4,1,attention,3
77.4,3.18,3,5,-2,attention,4
60.1,3.61,2,5,3,attention,4
84.1,1.71,3,3,0,routine,3
72.9,3.39,3,4,-2,pattern,3
64.9,3.22,2,5,-3,pattern,4
45.5,3.39,6,5,0,pattern,4
95.0,1.23,0,1,-2,routine,2
100.0,1.87,0,1,-3,memory,2
79.8,2.08,3,2,1,routine,2
78.3,0.82,2,1,1,attention,1
85.0,1.55,3,2,0,attention,2
88.3,1.85,0,2,-2,pattern,2
51.5,4.51,4,5,-1,pattern,4
90.7,0.71,4,1,-2,attention,1
90.4,2.09,1,3,2,routine,3
88.6,3.02,0,3,-1,attention,3
89.3,1.94,2,1,1,routine,1
47.1,2.73,5,4,-3,attention,3
92.9,2.04,1,2,2,memory,3
52.1,3.66,2,4,-3,attention,3
100.0,1.39,0,1,3,routine,2
71.9,2.96,5,2,-2,pattern,1
73.6,2.55,2,3,0,attention,3
99.8,3.17,0,2,1,routine,3
80.6,4.03,2,5,-3,pattern,4
53.9,3.98,3,5,-3,routine,4
61.1,1.87,4,4,1,memory,4
78.3,3.13,3,3,1,memory,2
93.2,2.78,3,3,-1,pattern,3
75.2,3.6,6,5,3,memory,4
83.6,2.13,2,4,3,attention,4
100.0,2.81,1,2,-3,memory,2
72.7,3.08,3,2,-1,memory,1
